case,title,source,link,query,date,xlm_score
SVB,SVB debacle sparks rush to defensive options on fears of contagion - Reuters,Reuters,https://news.google.com/rss/articles/CBMirwFBVV95cUxOOG5zSHJtY2g3YzdWcGpHMlBNVWhfS3ZLbUFGQTZTdzBuVE9yTDdydUE1QlYzMHAxdE5Gek1ER21NbTJwLVVUSzBHdUJlWURwWjJibmNaTHBLNUVONlplX1MySllwc3U4WVFXQ2FsOTA1RzA3Tm90aERZUmpiZ2NaSEdnNzN6dXFSUnVoaFR4eUxvSUg2M0tWUGppdm92dy1hZzJmV3ZHUG5QOXJ2b2dN?oc=5,"""SVB"" financial contagion",2023-03-10,-0.8466134071350098
SVB,"JPMorgan, Wells Fargo Stocks Tumble as SVB Woes Spark Contagion Fears - Barron's",Barron's,https://news.google.com/rss/articles/CBMiggNBVV95cUxPSW05MXVwY0tBSzNaTXBXejZQYjVhU0dIRzltNkpaZDhFSGtyY2NJMlNlLVFBNnl4QmZOX1ZERGJxOHFXSTllak5VSHFGZlNKSnNmbE1PLWM5RHJUUkkwcDFnSWZKdmt4Yk1YVzZnMWlUdHVHVEtvUjEzSXlvRWgybGNYbDhyOHlaTUtUZG1MZTVfUk1vQk90eHhUeEphYzBIeUZubzljNmlXUGJkQjBTZUl4a1RTT2FHMW45OHFTbzY2b0xMOXd5UnA5eTZ2SDFuQ1BOekdYVnJGWGFmUkZlYTlKX1d2WndjZnNJNENlSF9hZmxfa0xtbzczaHVJeTZ6UDNuRVhBQzNUWUZyQ2t3Nk1LN0xVellQM2U2MXA4eXRmNURfMm80aWpXRTB5WWE0SWluckI0V1JKNzQ1YjZETURKQm92Ny01R3A5SjFJUzR4OGp2VnB1YnoyTVRPWllRaDk0bHp1QUxtNThodnZ0ZGtJYTJOUHNCVndDVU4xeENKQQ?oc=5,"""SVB"" financial contagion",2023-03-10,-0.7230989933013916
SVB,"BKLN ETF: High Income And Diversifier, But Avoid Due To SVB Financial Contagion Risks - Seeking Alpha",Seeking Alpha,https://news.google.com/rss/articles/CBMirgFBVV95cUxPNDdFRzlFZTVaWk5SMFhBamh2c1dsWk05ZE5hVFV2RDlNYktYa1otanZBVGtXT2p3R1l1dVk2QnFXbDB1VUdlRTFjTjVRZWhraXcyWDRKX21aSEF3ZDY5WGswakZjcUZUWmJnZkNpMk1EbHh0SVJtb3ctaGFXYnA1eXR6c0tES3p5SEk0SlE4cWNCMndETkVKdEktbDZ2RWlYbGZHTi1VV3hMaFVJUUE?oc=5,"""SVB"" financial contagion",2023-03-10,0.0
SVB,Larry Summers dismisses systemic risk of SVB failure—as long as depositors are protected - Fortune,Fortune,https://news.google.com/rss/articles/CBMiqwFBVV95cUxNRHFreTYxc1V3VEltM2RteEthekFDUnhMWHJaTFlYaHpmYTVoNGlwR3JUdEZuR085WGdRc1pQVWJwamx0cnRWM05hcG5MNHJia3VDVDJlUFBjR0dPVlRET0NfRzNyVXphU1JtMUJqUFJ6M1YwQ3MwcTJwa2hYd1VOZ3l5NVN3ZzNtcnEyd0RCNW0zV3RxUHVPaXZKQzVzUkFGbGVvWmRULWg4ZHM?oc=5,"""SVB"" systemic risk",2023-03-10,0.0
SVB,Silicon Valley Bank Updates - Mintz,Mintz,https://news.google.com/rss/articles/CBMiXkFVX3lxTE5xZmIxcVhBVFVncEs0SnZ3bUZUSmVwXzhzSDRRNEdZTGtsc3MzMVNITGljSUJOX1hlZmVUa01DRjB3WEFYbU51NWdGYnBCUU1GM25Yb3FqYVBZX1l4bFE?oc=5,"""SVB"" systemic risk",2023-03-10,0.0
SVB,Stock Market Miracle Collapses on Systemic Angst Spurred by SVB - Bloomberg,Bloomberg,https://news.google.com/rss/articles/CBMitgFBVV95cUxORjdjMGV5TFN0Si1TRDRTU1FOVDZTSFB5c0JILVRCUGNqYkd5cWZkZUU5NWRkU3U1M21EYzQ0bC1XRkx0VXJ1NmNmbHdVRUZ1Skd1WWlWdm1OWFNQTFplSUVQRm5KQmdhWDFLbWxmZHA0T0FxZGtHSW42Z3ZJUEc3b0tOYkRVamxlZm9DY25RVTJQSVlNWXZMVHZ5WXAxZHRZWDh4OFhTVXo0dG9sMlo5cTBlQkYzUQ?oc=5,"""SVB"" systemic risk",2023-03-10,-0.8476131558418274
SVB,‘Not your older brother’s systemic risk repricing’ - Financial Times,Financial Times,https://news.google.com/rss/articles/CBMicEFVX3lxTFBJWWdfV0drdldOdmFVbERfc1Z5MTlBZDBnOGJLSGpsRVk3Y0poWUlWdjFUOU1CanhSc1BIVGh2Nk9PTV9nUTU4RFVnZVRic0g3Z1BFUUp6RTRsdUxIV3I2dnBYX2FNR3ExNHJ5X1NYaWU?oc=5,"""SVB"" systemic risk",2023-03-10,-0.5318945050239563
SVB,What SVB’s Failure Means for the Bank and Its Clients - Bloomberg,Bloomberg,https://news.google.com/rss/articles/CBMitAFBVV95cUxNU2xGVTY4a0xWRDFrUHh5RGNmY0ZzMmJPcTdOa3Fud1hIeHRDVmlGOS1NdHRkTWxBcmd1LUtwT2tsc1hPQWxJU2pERkZIdmJhbU9DbVlocE8yWE5NMGItSld5a1loSGRWUjFOSFA5Q204Y0p1c3FERFJiajB3QWNhNEJ1RGxpMU11TWxOSmF0ZHJadlN1UVRsX1o3My1Ba1pzM1RDWFUwdVFySXdZU3gtcENrOHI?oc=5,"""SVB"" systemic risk",2023-03-10,-0.719947338104248
SVB,Easy money bill is due: Silicon Valley Bank’s collapse isn’t a ‘Lehman Moment’ — at least not yet - New York Post,New York Post,https://news.google.com/rss/articles/CBMinwFBVV95cUxQUDItZ1lUUE5veWhYQmZiWHRfV1VGRm1LUGJEdk5TMGNMNFBXNm5nbXhMcmE2cE5pbzhVOVQwdW5sQTFzaXF6TXQ3T0pLNzVVRUxndl92V0lhckVGNWxHSVdkTGNycHNzX0Y0ZXNYMGJvYkFuUUR3TTJ2RmlkM0R1ZEJsUmpfUHlseXRzRF9Ca20tOVdFSjJvT1hrX0JQbzQ?oc=5,"""SVB"" systemic risk",2023-03-10,-0.5781523585319519
SVB,Silicon Valley Bank chief pressed Congress to weaken risk regulations - The Guardian,The Guardian,https://news.google.com/rss/articles/CBMinAFBVV95cUxORHUwTW9fQWh3TUlXRUdGWmQzbXZDZl9RbDZjWm9MNW5PSjJWUGNoVEM0WkZnRG1iQlBlVDFIaFBxN3lIeXZ5cWxGSng4clo0YUJxV1FvZEhVU3Q0N000LWNubVJ6ak01bHJ6cGRIMlFnXzZrUG5SbEtMV0l1bHhwUUVhWEt4bXMteHJuZGpSWWNXbWtJUWJjYVdQUVk?oc=5,"""Silicon Valley Bank"" regulators",2023-03-11,0.0
SVB,US regulators shut down Silicon Valley Bank amid sudden collapse - Anadolu Ajansı,Anadolu Ajansı,https://news.google.com/rss/articles/CBMitwFBVV95cUxPZlpNTHlqVGc5dDRxdDJKNkpXc3RmN20tX2VRaFEyOE5aYXlyUFRtcUxJaG9EZWRYLTYtVHZtRmt6OWd5WDZQS1dLSXNWMWlkYmR6T25ySi00TE1rOVF3SGY0dHc4T0ZTajlMU3Y2MkF3bkhBeFpXOUxnM3ZaN0JPWkJxdUlfSVFDdXdNNUdmdmQ2UHB3X3B2STNDRkFTdk5McjRobnd2Qm9YdlNTYUtfMmdaVzdvVGM?oc=5,"""Silicon Valley Bank"" regulators",2023-03-11,-0.8669538497924805
SVB,SVB's lightning collapse stuns banking industry - Reuters,Reuters,https://news.google.com/rss/articles/CBMijwFBVV95cUxNUVJ2WGVvSFRsa3ByUS1KckptcUp5ZkZWWmpYbTF5ZUd3cUwxVjRpb2VKUWV1Uy1ZWlpqa09MS0ZacC1PVU5FcWl5OUJ0QnFwNnRXV3ktYWF4Q0J3SEFsM2J0bmZxa3NMWklFSDlxTi1HeEdsQXR4UnltNzNsNGRFbGx1aDk0d3IzdW92OEtVQQ?oc=5,"""SVB"" financial contagion",2023-03-11,-0.8714869022369385
SVB,"SVB contagion: UK arm shuts down, government scrambles and startups brace for the worst - TechCrunch",TechCrunch,https://news.google.com/rss/articles/CBMivAFBVV95cUxOeFJuejlBcV8wa3dSTGlkdkl3SnRIT0p3T2xGWWJ1aUtnTWFla0JXUFhCTkc0NFdha3N1N2ZjMHNrUVB3SmsxXzZTWEFLUFVPeHZSYmNYYlpLZjZNUkZTOV9jY2UyUFRpQXdNdVFQU0pnU3R5bEdVTmszUUxpOVB5ZkN6Ym5ybmpOV1lTUll2YmJrT0NobFpRZ0RaQnB0WUZGbmRzNWU5RDc0dThIRlFXbEhCZ1VNaklVTHN2RQ?oc=5,"""SVB"" financial contagion",2023-03-11,-0.9178046584129333
SVB,SVB CEO lobbied for relaxation of Dodd-Frank rules - Fortune,Fortune,https://news.google.com/rss/articles/CBMiwwFBVV95cUxPcjRnQ3RDS2pQbFd4cXJ5bEVUX051dFhQeFhoM25LUXNSNW56S1lBbm5DQ014b2xVeDdwTlFnN3ZveHBkaUhhUjhLSW83UHBxUkhUQUlRd0JhanV4R3YzTS1oOGhRdjlhdTNWaGo5RUdPT0Vvd2lzeTVDTzM5QXZrZjlIMWFLRExhT2xxWmloM1VZN0sxN1hiUXc1Q1l5MHpnWjRlT0tDQ2VaV3RGd2R4SWJHVXNGellhS0pTcXZOTGtWU28?oc=5,"""SVB"" systemic risk",2023-03-11,0.0
SVB,McHenry Statement on Regulator Actions Regarding Silicon Valley Bank - House Committee on Financial Services (.gov),House Committee on Financial Services (.gov),https://news.google.com/rss/articles/CBMihAFBVV95cUxQcnlNVGQxNXF3YkNOeXkwZUNFYWpOcUhKRnFKcnZXVDN2U2hDZFl0eXRiNHVtZ3Qya3BoSEo1ZzNMektFVlBoNGViWGxkZ3k4cVp3LVFWZV91TEFQa3hOcHd1Z0dkSmduaTNoZHN1dHpMLUpEemp2dkNuTDJDcG5VakI2eGM?oc=5,"""Silicon Valley Bank"" regulators",2023-03-12,0.0
SVB,Regulators face questions over missed warning signs at Silicon Valley Bank - Financial Times,Financial Times,https://news.google.com/rss/articles/CBMicEFVX3lxTE5vaVlXZEw2WGdSejVPZ1BwRG8zTnRnbWd6dW1kMFluUHl2SHc5SzFtOS14YTBEcGEybVE1Zi1HUlFnaXhQV3hyenZxZXQxTlRDSWp5MUN4T3pIdEhNNXRmdVM5MWFfbUxRSTRaQmFUa2Q?oc=5,"""Silicon Valley Bank"" regulators",2023-03-12,-0.489071786403656
SVB,U.S. regulators will protect all Silicon Valley Bank depositors to stem fallout - Axios,Axios,https://news.google.com/rss/articles/CBMifEFVX3lxTE45NVhRdnY0TkhjYWxHT0RUVkoyZVNCWG5NWFV6QjVJY2h4ckdscmpuWkdueHpqUDFpMGJCV2p2S28xOUg4ZmJIMjluMnNnRXFMTTVOZkNIOWttZklFLVE0Ukt4V09Fb2tPRzQ3ZlFpcS0yQllraldkMWlBUTI?oc=5,"""Silicon Valley Bank"" regulators",2023-03-12,0.0
SVB,Lawmakers press regulators to resolve bank blow-up - Politico,Politico,https://news.google.com/rss/articles/CBMifEFVX3lxTE5abTlIUU5yd3pGUnRnUVZnbi1Ia3NNUkJldkRwS0xnQWVyUHUtaVZGWjdqbWcxSGJtZTIwREgwVEFlOTRZMVZYOWpGLVQycDM1czI5aHNpLWFiVnhPbW1OUEFaM2V0NllMeFlNYlNfbTJpTlp4RU8yOXo3Rmw?oc=5,"""Silicon Valley Bank"" regulators",2023-03-12,0.0
SVB,"Stock Picks to Buy: Banks With the Best Earnings Growth, Goldman Sachs - Business Insider",Business Insider,https://news.google.com/rss/articles/CBMioAFBVV95cUxNRWlPVUM3d2NMYWZjaFlHd0ViS0xWSWtZS05vcjdRUWNuUFB6S19uaW9NdnFUQWt1Y2ViT1dhbEpjYUlCeE8tclZpZTE1bzVWcXBGOVVaRXpsVkladV9FN2lNZUtOdE1pMDY3eF9TcEcxVTYzc1dmazY1ZExqcFZwSTA4SzRKcV9ocVFYRHYzV2ZsbkUzR1Biek50NGtjVVhu?oc=5,"""SVB"" financial contagion",2023-03-12,0.6647050380706787
SVB,"US govt rules out SVB bailout, wants to avoid 'contagion': Yellen - Prothom Alo English",Prothom Alo English,https://news.google.com/rss/articles/CBMia0FVX3lxTE9wUjRwM0tVel9lc2NSVlU0bHlnMHBGY292NU82Yy1NQm05VU9ZNVRMbmdrSllickJMMFlSUXFlV0pJT1cxazUwSXE0UFdBZFZvWFlxVUwzLWs0SjN1QlRHTWR3VkNGbmJkd3JJ0gF4QVVfeXFMT3lCRjZHdUJvWnI1N0VCdEYxOGV5Q1ZGU3ZBeUoxT1l2Tmk3UlRodmY0QjltZ2NvUHZrMFFjZDMxM0V1Q0t3SHRlTGhKSXpVYVREWXVIZllNOXl2VTVTbTc1RXlSLVVHV1VqUWpqdTN4VXZpZDRXTExJ?oc=5,"""SVB"" financial contagion",2023-03-12,0.0
SVB,"US govt rules out SVB bailout, wants to avoid 'contagion': Yellen - Yen News",Yen News,https://news.google.com/rss/articles/CBMilwFBVV95cUxQaTNyY3RsaUplZ3hBeTYzaHIwVDZxZHd2cFFzNjM2VjRac2Jad05pV2hYbVBCSHZtS1d4QUNzTzFxZnZScTluWU1uN1ltcFBTcHU4eHpDTHdNRm9kMnZhNVA1dGE2WHZhczl3VTlTc25FeVIwWEM5U0taSllZY3hiN0NwajJpYXJCdFRncEJQUmRxb2MtUmI0?oc=5,"""SVB"" financial contagion",2023-03-12,0.0
SVB,Banks fought to fend off tougher regulation. Then the meltdown came. - Politico,Politico,https://news.google.com/rss/articles/CBMijgFBVV95cUxPX1pMX3BwbVNsQVZ2RGxpWlUtT1lWbWIyWW1NVUk4SF9kWjVVUzZMWkRWdUNYNVFFbmZRZFNTMng4OGNQdDUxNlA1d1NlRW9GOVZwdWJReS1Zc1VQQnJhdlg4eWNCbHFjcVpuRjZiYUdfWG5DSzk1alNNN0x6NWkyX2NhZ3JncTJwUk4yMmtR?oc=5,"""Silicon Valley Bank"" Fed response",2023-03-12,-0.8645020127296448
SVB,Federal Reserve Invokes Systemic Risk Exception to Make SVB Depositors Whole - Mintz,Mintz,https://news.google.com/rss/articles/CBMivgFBVV95cUxPSG9SclIxajJwS1F1cFNURnJJV21mUXdxTUhsdHFlYlJzblRaQm9hWEY3c0hVUVlSc1lqRDRfLVRLUV90Y0FGRl9QQk1yTUpuaEc3SXR3aV9xelg5NzJaYmhRdnVubnp4eW9sNGtHMDAta3FKcHJVMEdBX3RzbTBmd1c5ME5qNy1IbzZBNTFyWlRkc1hHNzJiZnlKajlTSEtmSExtVV90bGJRT0JQTWZnMkZmR2NaX1I2cEh2S3Zn?oc=5,"""SVB"" systemic risk",2023-03-12,-0.5204175114631653
SVB,"With SVB and Signature, the US is making a ""systemic risk exception"" for systemically unimportant banks - qz.com",qz.com,https://news.google.com/rss/articles/CBMihgFBVV95cUxNajdaQWNzOVYtdHpQandfeFF6SXVxRWY3eHhzbC1yd0l6aHVPNkJvcnI0V3JvaTBnVVJ6TnBTTWNyS1NQdVRFNy0wWU1SME1hRUhXN0ZQODJ2ckZhZmlDMmJfOWpmM3pJZGdvTHN3dHFyLWo2Z3pidVFSbFRad0dScVBDZkdLdw?oc=5,"""SVB"" systemic risk",2023-03-12,0.0
SVB,"Regulators close Signature Bank, second shuttered by feds after SVB disaster - New York Post",New York Post,https://news.google.com/rss/articles/CBMiqgFBVV95cUxNQ2ZBRmwtNFNQX1lwOVllZlVQamQ1djR3SGR4bjZOYVJwWkE2Uk54SHhYOFQtYlFjWnpFaGRhN3BKN1Y1bUxMNkNEclFjUXA1OVd5VjR6b053eE15WDVKeS1SQ2FFcEJxQ2VtbTF2YnVzMzZKYXN3dUpBcEdQQWdWY1ZyX3doTDJJQVp2Nm5fUzFDMTNteXVhNVBxS0JpbzA3Q1Q0SmJlUGhzQQ?oc=5,"""SVB"" systemic risk",2023-03-12,-0.8877582550048828
SVB,"Bank rules rollback contributed to SVB’s failure, critics say - marketplace.org",marketplace.org,https://news.google.com/rss/articles/CBMipwFBVV95cUxNRkE0YWE5VTA4aTN5ZkJ2UWd4WFJRRXRmM0twOER5M3o1cWJ0Y0lUdG9Gdm9NT19RNlhWbk55YWEwdWExaUIxY2xCeTBRRGozVTZremVIVVJBUFNaMF9fcVdCQlg0cnlGQnNBTlZBNms1OFY2alNSaW5meW00WGZZdE9NejJvbkZiZnJXS0NmZDdDT0ZMRE0waTFHVXBZaEdsWEoxYmpWTQ?oc=5,"""Silicon Valley Bank"" regulators",2023-03-13,-0.8596367835998535
SVB,Silicon Valley Bank collapse puts new spotlight on Trump banking law - NBC News,NBC News,https://news.google.com/rss/articles/CBMivwFBVV95cUxOdVVLa3hRZ19haUF4TDZmU0ZkVm1zYUJMTGtrNE96SGMxMGphZWJXUFRDaWFsTExZcC1DQXRjcGhGSEdmRThpYjlmaThXdnVXOXRSd2V4WS1lQnNEbC1RRzhkVXR4dmlNWmE3Tmd4Z2M2VGRZWndPRnlfbzAtcXMybzNGNHZLLUdIclJLZi1WQnBIVGcxWFhyV2VwWnI2UE5FeVBjLVlzLUZBaXEtMDR5cW5JTm9mVnVGeV9YMkp3c9IBVEFVX3lxTFB1Y1dTTFhXS3ZEcWNaVDBLSGRIVC1BRW1HclVBNnlFWGQ5N0c4UGlOQnByczN5MG9wUEFfcTBzdklXejZ2dFVZQ1o3Yk85SlphaWFxYg?oc=5,"""Silicon Valley Bank"" regulators",2023-03-13,-0.740628719329834
SVB,Silicon Valley Bank: Regulators offer plan to 'ensure U.S. banking system continues to perform its vital roles' - USA Today,USA Today,https://news.google.com/rss/articles/CBMinwFBVV95cUxPQjMwbHA3a1cxMHlaQVlNRE92eUN2clpkTl91M3JiLURPSGJBc1dqdkJqa3d3X0dlR01zZXVERlZpd2RDY1dISzZWYVVRX3ZrQnRtM3prXzNkZkpVT3BBYzNuUURCLUlmcC1rTzlQeUdORHNxaVNWZkctaGdNa0xSS041eGQtV0VpNGJVdWh6WkxuZWYwMGxBR3pkSmJGTEE?oc=5,"""Silicon Valley Bank"" regulators",2023-03-13,0.6055057048797607
SVB,VIX Soars as Markets Rush for Cover on Financial Contagion Risk - Bloomberg,Bloomberg,https://news.google.com/rss/articles/CBMiswFBVV95cUxPQmdGX1B2cXNrYUM3NkJzVDF1cUZ0QXRjeUhhQTRYY2hJTDJkd0lKckFBcHJkYnFNaV9NRDVyMmtKcFlwRGk3VFVLZE9aOUdhb3g1Qkhqd09iM0k3U2hoWF9SbW8yNUxSdkltSjhRMTJEZTFXZTcyZGROWEhyVUZ3ZEp6enFHSnNYUDNuanJCZkZ3UVJhbVBfeG1rTDB2dURGbm12bzNYdEl2ZVNfUU9hUzBnVQ?oc=5,"""SVB"" financial contagion",2023-03-13,0.0
SVB,"First Republic shares dive on contagion fear, dragging U.S. regional banks - Reuters",Reuters,https://news.google.com/rss/articles/CBMiygFBVV95cUxQU0Vjd3k0VFhYQ3BYSXR5VERYSzlvdDFYYXBlaVJqMDluYlpHY3RBNlg1WFFETXdyREFpMDZVOFFCbW1HU01pWTJsR29Zd1NMQnAyc2FKR09yZEhVT0lJRTJwM1dkeVVMaC03MFpPMzJacHZhWUE0cTlJUVdSaXFxLW03TlcxRXJWdmRuQUhMZmx6NXNiV2NidVZsc0dLOUJjRzBnU0RXOGlzZURBdjJtcGdxU3JhTkhEcnM5ejRwZFd3UjY3WVJsYWxR?oc=5,"""SVB"" financial contagion",2023-03-13,-0.8337105512619019
SVB,Charles Schwab's drop in margin balances fans SVB contagion jitters - Reuters,Reuters,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPQXZFN1ZhSkNCTUJGMm52dEZXSnJqam5CMXk3QjJyTFRyNkpBNXdrOXAyaldoamlvZVZ1ZXhKalpITkxlMzlVMW5Ic09nM0JJM0lRUEdHVmV5d2tyQjFRMF9LaWFiZk1aWlVuV1NUMVhIX1Fzdm4yaWdPc2JDRjdqQzIyeVZiSzBBNjFrV1ZsWUNsa2xQdlZTZnBPT1U1M2VEUmt6SHJzakYyQ2dDeS12MTY0ZTRTWXFYTDc3eHdlRlpvbXRfR1Ixbw?oc=5,"""SVB"" financial contagion",2023-03-13,-0.7065927982330322
