id,text,twitterUrl,retweetCount,replyCount,likeCount,quoteCount,isReply,date,distilbert_multi_score
1634577626038964227,"Silicon Valley Bank shut down on Friday.

By Tuesday several other banks could fail.

A beginner's guide to why SVB crashed, and what that could mean for you: https://t.co/91j6a51GNU",https://twitter.com/tomharari/status/1634577626038964227,781,98,2585,102,False,2023-03-11,-1.0
1634343924452958211,"California Regulators CLOSE Silicon Valley Bank …Customers lining up outside of Silicon Valley Bank at its Menlo Park, CA branch…. Things are only going to get worse !! Welcome to Bidens America https://t.co/pNKjAdeGeV",https://twitter.com/ShotGun_Bonnie/status/1634343924452958211,153,53,275,18,False,2023-03-11,-1.0
1635044036041121792,"NEW:

*Signature Bank has been closed

*All depositors of Silicon Valley Bank and Signature Bank will be fully protected

*Shareholders and certain unsecured debtholders will not be protected

*New Fed 13(3) facility announced with $25 billion from ESF to backstop bank deposits https://t.co/LKipIRMg1T",https://twitter.com/NickTimiraos/status/1635044036041121792,2388,354,5065,690,False,2023-03-12,-1.0
1635043288842649600,"JOINT STATEMENT BY TREASURY, FED, AND FDIC:

ALL SILICON VALLEY BANK DEPOSITORS WILL BE PROTECTED—FULL ACCESS TO MONEY ON MONDAY

SIGNATURE BANK TO BE CLOSED—ALL SIGNATURE DEPOSITORS TO BE MADE WHOLE

ADDITIONAL FUNDING WILL BE MADE AVAILABLE TO ELIGIBLE BANKS https://t.co/ypBrh5Vyye",https://twitter.com/JosephPolitano/status/1635043288842649600,178,39,980,85,False,2023-03-12,-1.0
1634576301611687936,"One of the largest banks in the US completely shut down in the last 36 hours.

Here's what went wrong at Silicon Valley Bank and why it affects your money: 🧵 https://t.co/WVyFqnHGRo",https://twitter.com/GrahamStephan/status/1634576301611687936,761,89,3381,91,False,2023-03-11,-1.0
1635324861873627148,"Today, President Biden highlighted actions this Administration is taking to address problems at Silicon Valley Bank and Signature Bank.

Americans can have confidence that our banking system is safe and taxpayer dollars will not be put at risk. https://t.co/9PIFlkmOYi",https://twitter.com/WhiteHouse46/status/1635324861873627148,366,840,1750,54,False,2023-03-13,1.0
1633960127567998984,"BREAKING: Silicon Valley Bank $SIVB online banking system and mobile services are now unavailable for business clients.

The stock is down over 80% today alone. https://t.co/oJ1sSyLXnV",https://twitter.com/stocktalkweekly/status/1633960127567998984,425,91,1501,144,False,2023-03-09,-1.0
1634254573618470915,"⚠️BREAKING:

*FDIC: SILICON VALLEY BANK CLOSED BY CALIFORNIA REGULATOR

$SIVB https://t.co/4GmsSijPnT",https://twitter.com/Investingcom/status/1634254573618470915,102,16,387,12,False,2023-03-10,-1.0
1635043909884686342,"NEWS: US Treasury, Federal Reserve, and FDIC have just released a joint statement.

They have ""approved actions enabling the FDIC to complete its resolution of Silicon Valley Bank, Santa Clara, California, in a manner that fully protects all depositors. Depositors will have access to all of their money starting Monday, March 13. No losses associated with the resolution of Silicon Valley Bank will be borne by the taxpayer.""",https://twitter.com/SawyerMerritt/status/1635043909884686342,320,137,1727,85,False,2023-03-12,-1.0
1635482048587595776,Silicon Valley Bank shuts down due to a lack of funding in the tech sector and the Federal Reserve's interest rate hike. Fears of a financial crisis in the #tech industry loom.  #SVB #TechIndustry #FederalReserve #BankingCrisis https://t.co/AgnuX4c4eU,https://twitter.com/AchyutaChand/status/1635482048587595776,40,12,197,1,False,2023-03-14,-1.0
1634052293590142976,"A summary of the downfall of Silvergate &amp; Silicon Valley Bank and why it's doesn't mean doom and gloom for the US banking system....

1/ Both companies were not traditional banks. $SI was focused on capitalizing on the crypto currency boom and $SIVB was focused on capitalizing",https://twitter.com/Akston_Capital/status/1634052293590142976,56,6,251,5,False,2023-03-10,-1.0
1634283673888477208,"INBOX: Treasury says prudential bank regulators ""convened"" today to discuss Silicon Valley Bank. 

Sec. Janet Yellen expressed that ""the banking system remains resilient and regulators have effective tools to address this type of event"" https://t.co/xdcnFch2fD",https://twitter.com/BrendanPedersen/status/1634283673888477208,3,0,10,0,False,2023-03-10,0.5
1635047958709403650,"Se acabó el drama del Silicon Valley Bank. Actuó la FED, el tesoro y la FDIC:
""Depositors will have access to all of their money starting Monday, March 13. No losses associated with the resolution of Silicon Valley Bank will be borne by the taxpayer.” https://t.co/7M6Hi4dE56",https://twitter.com/PabloSabbatella/status/1635047958709403650,29,14,194,6,False,2023-03-12,-1.0
1634006485565952001,"BREAKING: Silicon Valley Bank $SIVB online banking system and mobile services are now unavailable for business clients.

The stock is down over 80% today alone.

THE CRASH IS LOOMING! https://t.co/MTjInG7TeQ",https://twitter.com/hollyepappas/status/1634006485565952001,0,0,0,0,False,2023-03-10,-1.0
1634235518970937349,BREAKING: Silicon Valley Bank is closed by California regulators. It's the first FDIC-insured bank to fail this year https://t.co/an86hcFrd5 https://t.co/8itBZPRKwU,https://twitter.com/crypto/status/1634235518970937349,242,37,462,37,False,2023-03-10,-1.0
1634208651421310977,"Is Silicon Valley Bank is in trouble.

But is the rest of the U.S banking system?

Short 🧵",https://twitter.com/GRDecter/status/1634208651421310977,501,104,3486,59,False,2023-03-10,-0.5
1634087547369406464,"BREAKING: Silicon Valley Bank $SIVB online banking system and mobile services are now unavailable for business clients.

The stock is down over 80% today alone.

THE CRASH IS LOOMING! https://t.co/lDc4DibhYs",https://twitter.com/KatChildofGod1/status/1634087547369406464,0,0,0,0,False,2023-03-10,-1.0
1634235518950031360,BREAKING: Silicon Valley Bank is closed by California regulators. It's the first FDIC-insured bank to fail this year https://t.co/JMnNCt5Xgu https://t.co/35QiFPfs5L,https://twitter.com/markets/status/1634235518950031360,125,13,283,47,False,2023-03-10,-1.0
1635080376572956672,"At my direction, @SecYellen and my National Economic Council Director worked with banking regulators to address problems at Silicon Valley Bank and Signature Bank.

I’m pleased they reached a solution that protects workers, small businesses, taxpayers, and our financial system.",https://twitter.com/POTUS46Archive/status/1635080376572956672,2790,4622,14729,840,False,2023-03-13,1.0
1635045495239503874,"U.S. government announces action to protect depositors at Silicon Valley Bank and Signature Bank.

“Depositors will have access to all of their money” https://t.co/SmsD2qVu3I",https://twitter.com/BNODesk/status/1635045495239503874,86,24,242,22,False,2023-03-12,-1.0
1635044673415938048,"🚨 New joint statement from Treasury, Federal Reserve and FDIC says they’re talking “decisive action.”

“Depositors will have access to all of their money starting Monday, March 13. No losses associated with the resolution of Silicon Valley Bank will be borne by the taxpayer.” https://t.co/BvWxveNBL9",https://twitter.com/sahilkapur/status/1635044673415938048,127,28,243,40,False,2023-03-12,1.0
1634650023056089091,"What just happened?

Silicon Valley Bank, a venerable and trusted partner to the US innovation economy, has just suffered a classic bank run, much like those we saw during the financial crisis in 2008.
Few traditional banks have sufficient liquidity to withstand such a run. 

SVB suffered significant losses which led to a situation where they were forced to sell long-duration assets to meet redemption demand. The settlement period on these assets caused a short-term liquidity crunch, leading to the FDIC stepping in to administer the bank yesterday. SVB’s fate is being decided this weekend by the FDIC and it's our hope that they will find a solution that protects customers’ assets 100%.",https://twitter.com/jerallaire/status/1634650023056089091,51,24,498,10,True,2023-03-11,-1.0
1634509486168723456,"• 🚨SVB - Silicon Valley Bank has roughly lost $80 billion in the past 24 hours 🤯

• 🚨$37 Billion dollar market cap, stable coin USDC has started de-pegging

• 🚨There is a speculation of further layoffs 

Where is the world heading?",https://twitter.com/SejalSud/status/1634509486168723456,6,32,206,1,False,2023-03-11,-1.0
1636476278407860225,"Silicon Valley Bank secured deregulation for itself, then collapsed, then got rewarded with a government bailout, and now is citing that bailout to hawk its services to new customers. 

https://t.co/t6GN27ElMx https://t.co/lTTUn8hzuT",https://twitter.com/davidsirota/status/1636476278407860225,685,25,2471,51,False,2023-03-16,-1.0
1635059969203552257,"“Depositors will have access to all of their money starting Monday, March 13. No losses associated with the resolution of Silicon Valley Bank will be borne by the taxpayer.

Shareholders and certain unsecured debtholders will not be protected. Senior management has also been removed.”

https://t.co/kHioyRAoMm",https://twitter.com/TheChiefNerd/status/1635059969203552257,103,52,204,9,False,2023-03-12,-1.0
1635053976612933634,"“Depositors will have access to all of their money starting Monday, March 13. No losses associated with the resolution of Silicon Valley Bank will be borne by the taxpayer.”

And just like that, crisis averted. So easy to do and so unnecessary to ever have this outcome in doubt. 

Undoubtedly there are deeper issues in the banking system but now there is time to fix them.",https://twitter.com/DavidSacks/status/1635053976612933634,120,312,1681,51,True,2023-03-12,1.0
1635106975989264384,"Second US bank collapses in 3 days; Signature Bank has now been closed by U.S. regulators after #SVIB .

President Biden and US regulators step in to save further damage:

》Silicon Valley Bank Depositors Will Have Access To All Their Money starting Monday

》No taxpayer losses associated with the resolution of Silicon Valley Bank.

》Shareholders and unsecured debtholders will not be protected.

》All responsible will be taken to task

》US futures, Bitcoin rise. Long term bond yield lowers.

》Asian markets skeptical",https://twitter.com/MeghUpdates/status/1635106975989264384,587,89,2384,29,False,2023-03-13,-1.0
1634281272775266322,"Yellen gathered Fed, FDIC, OCC leaders to discuss Silicon Valley Bank.  Yellen expressed full confidence in regulators to take appropriate actions in response &amp; noted that  banking system remains resilient and regulators have effective tools to address this type of event.",https://twitter.com/davidmwessel/status/1634281272775266322,1,0,11,1,False,2023-03-10,1.0
1635046671301349376,"BREAKING: ""Depositors will have access to all of their money starting Monday, March 13. No losses associated with the resolution of Silicon Valley Bank will be borne by the taxpayer.""",https://twitter.com/Jason/status/1635046671301349376,177,278,1984,76,False,2023-03-12,-1.0
1635053271596556288,"The government crushed it:

“Depositors will have access to all of their money starting Monday, March 13. No losses associated with the resolution of Silicon Valley Bank will be borne by the taxpayer.”",https://twitter.com/levie/status/1635053271596556288,77,145,1242,28,False,2023-03-12,-1.0
1634199695181635584,"Silicon Valley Bank Rocks Crypto and Equity Markets Ahead of Nonfarm Payrolls: Pressure on the U.S. banking system is questioning whether the Fed can push ahead with such an aggressive tightening cycle, analysts at ING… https://t.co/5J37SUqEcR #crypto #cryptocurrency #blockchain https://t.co/AUoWUlpxbz",https://twitter.com/RenewableSearch/status/1634199695181635584,0,0,1,0,False,2023-03-10,-1.0
1634230041860030465,@mkindc Seems to be in significant part a flight-to-quality reaction by investors worrying that Silicon Valley Bank's troubles could be the start of broader banking system problems.,https://twitter.com/Neil_Irwin/status/1634230041860030465,2,1,12,0,True,2023-03-10,0.5
1634279203372953602,"Silicon Valley Bank = 🇺🇸 16th largest federally insured bank by assets
~ stressing US banking system
~ 2 day effect ⤵️➯ 🌎bank equity prices
in 🇺🇸 failing banks try to wait till end of wk for bad news ~ giving Federal Reserve a weekend to decide what to do
#SVB @federalreserve https://t.co/9OEpalEmWb",https://twitter.com/13foot7/status/1634279203372953602,0,0,0,1,False,2023-03-10,-1.0
1634433667010379776,"Silicon Valley Bank collapsed completely in the last 24 hours.

It was the 18th largest bank in the US with $176B in deposits. This is creating waves.

Do this now:
https://t.co/kyFq3VbYfz",https://twitter.com/GrahamStephan/status/1634433667010379776,24,12,244,4,False,2023-03-11,-1.0
1634270410563899393,The failure of Silicon Valley Bank is rattling markets and raising uncomfortable questions: Will it undermine the broader banking system and start a new meltdown? | Analysis https://t.co/0CrLkYLUlB,https://twitter.com/CNN/status/1634270410563899393,47,30,102,14,False,2023-03-10,-1.0
1634236790830710793,"BREAKING: Silicon Valley Bank has been closed by California regulators

FDIC now controls all insured deposits",https://twitter.com/mbdailyshow/status/1634236790830710793,54,2,255,29,False,2023-03-10,-1.0
1635046090088259591,"Very good news: Fed will fully backstop Silicon Valley Bank depositors

""After receiving a recommendation from the boards of the FDIC and the Federal Reserve, and consulting with the President, Secretary Yellen... Depositors will have access to all of their money starting Monday""",https://twitter.com/dominic_w/status/1635046090088259591,35,7,189,1,False,2023-03-12,0.5
1634314785427984384,A proper banking system would insure the total amount for retail customers and put better checks on money issuance. The old FED system rugged its customers and left them with FDIC peanuts. Hostile terrain! How do we escape the industrial sabotage matrix? https://t.co/Lwl4J5v3d3,https://twitter.com/jaekwon/status/1634314785427984384,7,12,61,2,False,2023-03-10,-1.0
1634258093927178255,"Am about to interview @rcwhalen about failure of Silicon Valley Bank and ramifications for larger banking system

We will post ASAP this afternoon",https://twitter.com/JackFarley96/status/1634258093927178255,13,24,219,4,False,2023-03-10,-1.0
1635053126125486080,"BREAKING: The Treasury, the Federal Reserve, and the FDIC have wisely chosen to ensure that ALL depositors at Silicon Valley Bank and Signature Bank are made whole.  

Public confidence in the US banking system, the beating heart of the US economy, must NEVER be shaken.",https://twitter.com/RitchieTorres/status/1635053126125486080,346,163,1538,32,False,2023-03-12,-1.0
1634225355979472896,"“Yeah so it’s this bank called Silicon Valley Bank, they’re mainly focused on VC backed companies . It’s looking like there’s an asset/liability mismatch because their deposit base has been rapidly shrinking. It’s actually just like this movie Margin Call”
https://t.co/2IsVkcGQvM",https://twitter.com/netcapgirl/status/1634225355979472896,664,56,5530,87,False,2023-03-10,-1.0
1634225061522489357,"Silicon Valley Bank is imploding before our eyes

here is how SVB threw 50 years of goodwill and $80 billion down the drain in just 30 hours",https://twitter.com/mbdailyshow/status/1634225061522489357,2409,127,11487,616,False,2023-03-10,-1.0
1634236377066881024,"BREAKING: FDIC APPOINTED RECEIVER OF SILICON VALLEY BANK. 

We knew there were problems at SVB, but this is *exceptional* for a few reasons: 

FDIC rarely, rarely fails banks during business hours. We usually see this at COB on Fridays, so this must have been extremely dire. https://t.co/4EjLgagQZM",https://twitter.com/BrendanPedersen/status/1634236377066881024,764,73,2240,161,False,2023-03-10,1.0
1634091395509018625,"At the end of 2022, #SiliconValleyBank had over USD 160 billion in deposits. It 'invested' half of that in US Treasuries &amp; Mortgage-backed securities, with a fair amount of duration. 
When deposits flow out, unrealized losses become realized losses. https://t.co/QjQ5xwxsSP",https://twitter.com/jsblokland/status/1634091395509018625,83,27,254,12,False,2023-03-10,-1.0
1634241450329161747,"Silicon Valley Bank’s problems started with a $1.8 billion loss on the sale of its AFS (available for sale) bond portfolio.

Rumors swirled that SVB was facing huge interest rate risks on its $91 billion portfolio. https://t.co/FK3ZGAnp9o",https://twitter.com/GRDecter/status/1634241450329161747,58,6,676,4,True,2023-03-10,-1.0
1634236289091354624,"""This is one of the largest bank failures in history.""

@sonalibasak explains the significance of Silicon Valley Bank being closed by California regulators https://t.co/QnitphjLdh https://t.co/S17Al4U3xh",https://twitter.com/business/status/1634236289091354624,541,66,1099,188,False,2023-03-10,-1.0
1634333374851731458,"If there’s anything we’ve learned from Silicon Valley Bank’s collapse, it’s that, if you are worth $25,000,000 

You need to have 100 separate bank accounts with 100 separate banks",https://twitter.com/maxfisherRE/status/1634333374851731458,28,55,345,6,False,2023-03-10,-1.0
1634105371198644224,"The problem Silicon Valley Bank faces today is VERY different than the 2007-2009 banking crisis.

$SIVB was thriving. Credit losses are fairly low. Its deposits TRIPLED from 2019 to ‘21.

How’s that a problem? 

It sounds great, right?

Well, it’s a Wonderful Life…

🧵👇 https://t.co/8eBTBDUISK",https://twitter.com/compound248/status/1634105371198644224,1461,214,8760,385,False,2023-03-10,-0.5
1634227306570088448,"US: SVB the largest Bank in the Silicon Valley lost over 79% of its stock value. 

It holds $173B of deposits.

Every VCs, Silicon Valley companies &amp; their employees have accounts with them. 

SVB failed to raise capital so it is up for sale in a day. LeLi want Bail out! https://t.co/lHYJIKFikj",https://twitter.com/arunpudur/status/1634227306570088448,181,11,647,5,False,2023-03-10,-1.0
1634250754486857729,"The 20th largest bank in the US was just closed by California state regulators.

Silicon Valley Bank was rumored to be in a sale process to protect its depositors.

Now, it's the second biggest banking failure in US history.

All because of a secular bet against rising rates:",https://twitter.com/jonwu_/status/1634250754486857729,890,101,4381,294,False,2023-03-10,-1.0
1634021769656016896,"Silicon Valley Bank holds $173B of deposits.

Fed interest rate is at 4.57%
SVB's $117B of securities (MBS) yield 1.56-1.66%
This is causing a bank run

If enough VC / tech cos pull their money,
—SVB may be bankrupt
—Many startups may be wiped out
—Crash may cause a recession! https://t.co/wA38Mx1edb",https://twitter.com/deedydas/status/1634021769656016896,270,78,972,78,False,2023-03-10,-1.0
1634321710001291266,"As of the end of 2022, 87.5% of Silicon Valley Bank's deposits exceeded FDIC Insurance limits ($151.5 billion out of a total of $173.1 billion). $SIVB

Annual report: https://t.co/DFhKsdML2L https://t.co/nx1tTAIZXd",https://twitter.com/charliebilello/status/1634321710001291266,111,27,373,30,False,2023-03-10,-1.0
1634211584657571843,"At Silicon Valley Bank, north of 93% of the bank's $161 billion in deposits are uninsured per a recent regulatory filing, @MaxJReyes writes.

Follow our live blog for the latest developments on SVB https://t.co/rXLJQRLgMC https://t.co/7T3r0YqoYt",https://twitter.com/business/status/1634211584657571843,405,77,1043,313,False,2023-03-10,-1.0
1634236312298373130,"1/1 The FDIC today created the Deposit Insurance National Bank of Santa Clara to protect insured depositors of Silicon Valley Bank, which was closed this morning by state bank regulators in California. 🧵

https://t.co/87KpYGKymy",https://twitter.com/FDICgov/status/1634236312298373130,224,54,435,105,False,2023-03-10,-1.0
1634243409832493081,OOPS! Silicon Valley Bank has been shut by FDIC. All insured depositors will have full access to their insured deposits no later than Monday morning. Shares of SVB crashed 87% over 2 days as fears of a bank run escalated. SVB is a very American mess. https://t.co/ZUyZOAUEXX https://t.co/aOK8bIIEop,https://twitter.com/Schuldensuehner/status/1634243409832493081,367,63,1170,62,False,2023-03-10,-1.0
1634341007306248199,"Silicon Valley Bank is one of six banking partners Circle uses for managing the ~25%  portion of USDC reserves held in cash.  While we await clarity on how the FDIC receivership of SVB will impact its depositors, Circle &amp; USDC continue to operate normally.
https://t.co/NU82jnajjY",https://twitter.com/circle/status/1634341007306248199,1317,768,4992,976,False,2023-03-10,0.5
1634250880592519180,"🚨 Silicon Valley Bank

As of Q4-2022 they had

Assets - $212 Billion
Client Funds - $342 Billion
Loans - $74 Billion

Within 48 Hours, SVB is Becoming the Largest Bank to Fail Since the 2008 Financial Crisis",https://twitter.com/Ravisutanjani/status/1634250880592519180,339,22,2828,5,False,2023-03-10,-1.0
1634258032426352645,"A look at share prices of other regional banks as California regulators close Silicon Valley Bank:
- First Republic Bank -23%
- Western Alliance Bancorp -40%
- PacWest Bancorp -33%
- Signature Bank -22% https://t.co/Qnitphkj2P https://t.co/LG1wecbpYZ",https://twitter.com/business/status/1634258032426352645,131,15,284,30,False,2023-03-10,0.5
1634283494993203200,Silicon Valley Bank only allows high net worth venture capitalists and tech billionaires to bank with them. Why should middle class taxpayers bail out a bank that wouldn’t even let normal people use their services? The rich are too good for us until they need us to bail them out?,https://twitter.com/eugenegu/status/1634283494993203200,89,22,413,7,False,2023-03-10,-0.5
1634237386564730882,"We (Rippling) discovered yesterday that Silicon Valley Bank had unexpected solvency challenges. Just now, we learned that the FDIC had stepped in and effectively shut down SVB.",https://twitter.com/parkerconrad/status/1634237386564730882,262,63,1816,200,False,2023-03-10,-1.0
1634322799807328258,"Treasury Secretary Janet Yellen said U.S. banking system is 'resilient'
    Regulators from the FDIC seized Silicon Valley Bank's assets on Friday
    Treasury is monitoring 'a few' banks amid SVB fallout https://t.co/z1SJvf8HhZ",https://twitter.com/NewsNew97351204/status/1634322799807328258,0,0,0,0,False,2023-03-10,-1.0
1635045110810390528,"BREAKING: The US Federal Reserve, FDIC and US Treasury Secretary Janet Yellen have released a statement saying that all depositors at Silicon Valley Bank and Signature Bank, New York, New York (which closed today) will be fully protected and able to access their money on Monday (tomorrow). None of the losses will be the responsibility of taxpayers, so this is NOT a bail out. 

Additionally, the Federal Reserve Board will make available additional funding to eligible depository institutions to help assure banks have the ability to meet the needs of all their depositors.",https://twitter.com/EdKrassen/status/1635045110810390528,1072,813,6669,142,False,2023-03-12,-1.0
1635042240543461377,"INBOX: ""Secretary Yellen approved actions enabling the FDIC to complete its resolution of Silicon Valley Bank, Santa Clara, California, in a manner that fully protects all depositors. Depositors will have access to all of their money starting Monday, March 13.""",https://twitter.com/davidgura/status/1635042240543461377,413,45,1209,157,False,2023-03-12,1.0
1634268213537132556,"I less than 24 hours, Silicon Valley Bank closed down: taken over by the US FDIC.

Things are to get bad for tech: starting w startups/scaleups that did not manage to get their money out.

There will be tech companies struggling to make payroll &amp; pay vendors next week.",https://twitter.com/GergelyOrosz/status/1634268213537132556,214,33,1469,63,False,2023-03-10,-1.0
1635047339227480064,"BREAKING‼️🇺🇸 Silicon Valley Bank customers will have access to ALL their money Monday, US govt says.",https://twitter.com/RadarHits/status/1635047339227480064,68,26,495,9,False,2023-03-12,-1.0
1634250765287194625,"This could represent one of the biggest cash crunches for Silicon Valley and its companies ever, as large depositors' funds are frozen for an indeterminate amount of time.

So what is Silicon Valley Bank, and how did this happen?",https://twitter.com/jonwu_/status/1634250765287194625,19,2,303,3,True,2023-03-10,-1.0
1635263171320754176,"In the U.S., financial regulators declared Silicon Valley Bank bankrupt, whose balance sheet held over $6 billion linked to VCs investing in the Web 3.0 sphere. Read more about the development of the situation around the SVB bankruptcy at 🤯
https://t.co/RrNgwrS0VX",https://twitter.com/CoinsPaid_Media/status/1635263171320754176,56,11,450,0,False,2023-03-13,-1.0
1634244531028910080,Sad to see what’s happening with Silicon Valley Bank… getting flashbacks to 2008 when bad mortgage bets took down Bear Stearns and created systemic risk for the entire banking and financial system. This time it’s systemic risk for the startup / tech ecosystem.,https://twitter.com/emilycchiu/status/1634244531028910080,0,1,4,0,False,2023-03-10,-0.5
